IMG,TITLE,PRICE
"https://pk.khaadi.com/media/catalog/product/e/s/ests21302_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Yarn Dyed Drop Shoulder Kurta,"PKR 2,190"
"https://pk.khaadi.com/media/catalog/product/w/s/wscjae21303_green_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kaftan,"PKR 4,190"
"https://pk.khaadi.com/media/catalog/product/e/s/es3pe21104s_blue_1_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Dupatta,"PKR 1,090"
"https://pk.khaadi.com/media/catalog/product/e/s/eskdpe21104s_white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Dupatta,"PKR 1,190"
"https://pk.khaadi.com/media/catalog/product/e/e/eets21201_white_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Classic Kurta,"PKR 2,390"
"https://pk.khaadi.com/media/catalog/product/e/s/eskde21201s_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Yarn Dyed Dupatta,"PKR 1,290"
"https://pk.khaadi.com/media/catalog/product/e/e/eetp21103_brown_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Tunic,"PKR 1,890"
"https://pk.khaadi.com/media/catalog/product/e/e/eetp21203_grey_1_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 1,890"
"https://pk.khaadi.com/media/catalog/product/e/s/eskdp21205t_black_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 2,790"
"https://pk.khaadi.com/media/catalog/product/e/s/este21108_white_1_7.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 3,690"
"https://pk.khaadi.com/media/catalog/product/e/s/estpe21101_beige_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Embroidered Kurta,"PKR 3,090"
"https://pk.khaadi.com/media/catalog/product/e/s/estpe21201_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Embroidered Kurta,"PKR 2,890"
"https://pk.khaadi.com/media/catalog/product/e/s/eskdpe21204s_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Dupatta,"PKR 2,390"
"https://pk.khaadi.com/media/catalog/product/e/e/eetp21216_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 2,090"
"https://pk.khaadi.com/media/catalog/product/e/e/eetp21312_pink_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Drop Shoulder Kurta,"PKR 1,990"
"https://pk.khaadi.com/media/catalog/product/e/s/estp21207_black_1_3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 4,090"
"https://pk.khaadi.com/media/catalog/product/e/s/eskde21202s_red_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Yarn Dyed Dupatta,"PKR 1,190"
"https://pk.khaadi.com/media/catalog/product/k/d/kdpe20201d_white_1_16.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Dupatta,PKR 995
