COLOR,DESIGN,FABRIC,IMG,PRICE,PRODUCT_TYPE,SKU,TECHNIQUE,TITLE
Yellow,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b210210_yellow_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants Dupatta,B210210,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece303
Green,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b210219_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,190",Product Type: Kameez Pants Dupatta,B210219,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece304
Purple,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/k/2/k21206_purple_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,990",Product Type: Kameez Pants Dupatta,K21206,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece305
Maroon,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/i/2/i21208_brown_1_12.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,090",Product Type: Kameez Pants,I21208,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece307
Black,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/i/2/i21214_black_1_12.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,190",Product Type: Kameez Pants,I21214,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece308
Yellow,Design: Traditional,Fabric: Mesuri,"https://pk.khaadi.com/media/catalog/product/i/m/im21206_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,790",Product Type: Kameez Pants,IM21206,Technique: Solid Embroidered,Unstitched Embroidered 2 Piece309
Olive,Fabric: Lawn,Technique: Printed,"https://pk.khaadi.com/media/catalog/product/j/2/j21208_brown_1_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,590",Description: A woody brown 2 piece unstitched lawn outfit with stylized prints.,J21208,Product Type: Kameez Pants,Unstitched Printed 2 Piece310
Olive,Fabric: Lawn,Technique: Printed,"https://pk.khaadi.com/media/catalog/product/j/2/j21211_green_1_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,690",Description: A lovely green 2 piece unstitched lawn outfit with stylized prints.,J21211,Product Type: Kameez Pants,Unstitched Printed 2 Piece311
Black,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21224_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,590",Product Type: Kameez Pants,J21224,Technique: Printed,Unstitched Printed 2 Piece312
Purple,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21225_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,690",Product Type: Kameez Pants,J21225,Technique: Printed,Unstitched Printed 2 Piece313
Purple,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21233_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,990",Product Type: Kameez Pants,J21233,Technique: Printed,Unstitched Printed 2 Piece314
Turquoise,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21302_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21302,Technique: Printed,Unstitched Printed 2 Piece315
Maroon,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21310_red_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21310,Technique: Printed,Unstitched Printed 2 Piece316
White,Shirt Length: 3 meters,Fabric: Cambric,"https://pk.khaadi.com/media/catalog/product/j/2/j21312_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21312,Technique: Printed,Unstitched Printed 2 Piece317
Orange,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21319_orange_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,990",Product Type: Kameez Pants,J21319,Technique: Printed,Unstitched Printed 2 Piece318
Black,Shirt Length: 3.5 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21320_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Pants,J21320,Technique: Printed,Unstitched Printed 2 Piece319
Purple,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l21239_purple_1_7.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L21239,Technique: Printed,Unstitched Printed 2 Piece320
Black,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l21325_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,090",Product Type: Kameez Dupatta,L21325,Technique: Printed,Unstitched Printed 2 Piece321
Brown,Fabric: Lawn,Technique: Printed Embroidered,"https://pk.khaadi.com/media/catalog/product/m/2/m210203_brown_1_5.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,190",Description: Bold brown 2-piece unstitched lawn outfit with geometric prints.,M210203,Product Type: Kameez Dupatta,Unstitched Embroidered 2 Piece322
Coral,Shirt Length: 3 Meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m210214_pink_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,390",Product Type: Kameez Dupatta,M210214,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece323
Multi,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m21215_grey_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Dupatta,M21215,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece324
Beige,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/b/mb21102_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,090",Product Type: Kameez Dupatta,MB21102,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece325
Olive,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/b/mb21116_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,990",Product Type: Kameez Dupatta,MB21116,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece326
Navy,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2103012_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants Dupatta,A2103012,Technique: Printed,Unstitched Printed 3 Piece327
Orange,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104038_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants Dupatta,A2104038,Technique: Printed,Unstitched Printed 3 Piece328
Multi,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104039_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants Dupatta,A2104039,Technique: Printed,Unstitched Printed 3 Piece329
Sky Blue,Shirt Length: 3.1 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a21337_white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A21337,Technique: Printed,Unstitched Printed 3 Piece330
Beige,Shirt Length: 3.1 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a21338_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A21338,Technique: Printed,Unstitched Printed 3 Piece331
Purple,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b210219_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,190",Product Type: Kameez Pants Dupatta,B210219,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece332
Blue,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/b/2/b21263_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,390",Product Type: Kameez Pants Dupatta,B21263,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece333
Black,Design: Contemporary,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/k/2/k21206_black_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 3,990",Product Type: Kameez Pants Dupatta,K21206,Technique: Printed Embroidered,Unstitched Embroidered 3 Piece334
Grey,Design: Traditional,Fabric: Dobby,"https://pk.khaadi.com/media/catalog/product/k/d/kd21201_grey_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=110&width=73&canvas=73:110","PKR 6,490",Product Type: Kameez Pants Dupatta,KD21201,Technique: Solid Embroidered,Unstitched Embroidered 3 Piece335
Cream,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/i/2/i21108_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,090",Product Type: Kameez Pants,I21108,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece336
Brown,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/i/2/i21206_brown_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Pants,I21206,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece337
White,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/i/2/i21292_white_1_6.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants,I21292,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece338
Mustard,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j2104003_yellow_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J2104003,Technique: Printed,Unstitched Printed 2 Piece339
Mustard,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j2104004_yellow_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J2104004,Technique: Printed,Unstitched Printed 2 Piece340
Lime Green,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j2104005_green_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J2104005,Technique: Printed,Unstitched Printed 2 Piece341
Purple,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21308_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,690",Product Type: Kameez Pants,J21308,Technique: Printed,Unstitched Printed 2 Piece342
Purple,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21309_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21309,Technique: Printed,Unstitched Printed 2 Piece343
White,Shirt Length: 3 meters,Fabric: Cambric,"https://pk.khaadi.com/media/catalog/product/j/2/j21312_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,790",Product Type: Kameez Pants,J21312,Technique: Printed,Unstitched Printed 2 Piece344
Multi,Shirt Length: 3 meters,Fabric: Cambric,"https://pk.khaadi.com/media/catalog/product/j/2/j21316_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,190",Product Type: Kameez Pants,J21316,Technique: Printed,Unstitched Printed 2 Piece345
Green,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/j/2/j21321_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,990",Product Type: Kameez Pants,J21321,Technique: Printed,Unstitched Printed 2 Piece346
Beige,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104013_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L2104013,Technique: Printed,Unstitched Printed 2 Piece347
Turquoise,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104013_blue_1_3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,890",Product Type: Kameez Dupatta,L2104013,Technique: Printed,Unstitched Printed 2 Piece348
Orange,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/l/2/l2104023_orange_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 1,690",Product Type: Kameez Dupatta,L2104023,Technique: Printed,Unstitched Printed 2 Piece349
White,Design: Traditional,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/m/2/m2103034_white_1_3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,390",Product Type: Kameez Dupatta,M2103034,Technique: Printed Embroidered,Unstitched Embroidered 2 Piece350
Multi,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104026_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants Dupatta,A2104026,Technique: Printed,Unstitched Printed 3 Piece351
Multi,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104031_green_1_3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants Dupatta,A2104031,Technique: Printed,Unstitched Printed 3 Piece352
Pink,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104033_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,490",Product Type: Kameez Pants Dupatta,A2104033,Technique: Printed,Unstitched Printed 3 Piece353
Blue,Shirt Length: 3 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a2104046_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,290",Product Type: Kameez Pants Dupatta,A2104046,Technique: Printed,Unstitched Printed 3 Piece354
Yellow,Shirt Length: 3.25 meters,Fabric: Lawn,"https://pk.khaadi.com/media/catalog/product/a/2/a210507_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500","PKR 2,590",Product Type: Kameez Pants Dupatta,A210507,Technique: Printed,Unstitched Printed 3 Piece355
